.2, true
-2679.954346, 458.262024, -12066.760742
-2734.555176, 458.247009, -12002.473633
-2750.310547, 458.245789, -11982.785156
-2766.810547, 458.238464, -11965.484375
-2782.660156, 458.333588, -11954.462891
-2803.750244, 458.483551, -11943.173828
-2827.452393, 456.972687, -11933.240234
-2846.291992, 454.453094, -11934.315430
-2855.661133, 453.103027, -11943.891602
-2860.864258, 450.877777, -11962.743164
-2869.488525, 446.587006, -11987.400391
-2880.411133, 435.886139, -12017.892578
-2880.941162, 426.602997, -12039.660156
-2873.791504, 418.895142, -12062.601563
-2866.513428, 409.253754, -12095.661133
-2870.681885, 403.238708, -12119.785156
-2881.467529, 401.935760, -12131.646484
-2896.278320, 401.247192, -12139.136719
-2922.400879, 399.498352, -12124.261719
-2933.727539, 398.890411, -12117.356445
-2947.726807, 398.188080, -12108.875000
-2965.569824, 397.244568, -12098.069336
-2983.292236, 396.201599, -12088.198242
-3003.370850, 394.968323, -12076.724609
-3017.718750, 394.111053, -12068.495117
-3033.165771, 393.210846, -12062.428711
-3054.630615, 392.456299, -12063.631836
-3061.223877, 391.106659, -12079.137695
-3059.161621, 390.293915, -12089.528320
-3048.255615, 388.850677, -12098.881836
-3033.618408, 386.892822, -12110.063477
-2968.146729, 374.065979, -12170.147461
-2905.375488, 367.519287, -12248.333008
-2842.479248, 366.785614, -12344.521484
-2799.879883, 359.217010, -12469.280273
-2797.861816, 354.138062, -12525.432617
-2800.409424, 355.891113, -12596.051758
-2822.650879, 357.510712, -12685.557617
-2840.132568, 355.100830, -12722.966797
-2855.120117, 351.775299, -12750.143555
-2877.400879, 346.700806, -12783.083984
-2915.518066, 339.719147, -12821.857422
-2947.646484, 333.554413, -12850.065430
-2994.566162, 324.061646, -12880.154297
-3074.553223, 311.931122, -12904.713867
-3116.584961, 307.448517, -12914.480469
-3153.711426, 307.376312, -12920.514648
-3178.157227, 305.988220, -12940.921875
-3193.871094, 305.926819, -12956.494141
-3197.665039, 305.616089, -12983.233398
-3197.169189, 305.280731, -13005.138672
-3194.243164, 304.953522, -13028.879883
-3187.581055, 304.644012, -13058.332031
-3179.574463, 304.456909, -13086.863281
-3158.871582, 304.226349, -13139.139648
-3139.940674, 303.588165, -13174.696289
-3116.538330, 300.797180, -13219.677734
-3098.094238, 300.328369, -13254.984375
-3078.984619, 300.331879, -13291.694336
-3062.148438, 300.330566, -13324.458984
-3047.565430, 299.983948, -13353.357422
-3031.606934, 301.919708, -13384.564453
-3016.721680, 302.920349, -13413.301758
-3001.038086, 303.226807, -13441.992188
-2984.522705, 301.609070, -13469.460938
-2966.458008, 298.613159, -13496.545898
-2944.250977, 294.689819, -13525.610352
-2921.106201, 290.691895, -13552.704102
-2877.451416, 286.104401, -13598.793945
-2847.875488, 284.278381, -13623.958984
-2811.346924, 280.491211, -13651.485352
-2786.916504, 276.930664, -13667.180664
-2751.225098, 271.126526, -13688.348633
-2711.786865, 264.597656, -13707.737305
-2680.181885, 258.870667, -13721.341797
-2643.052002, 252.680634, -13737.336914
-2585.455078, 243.567429, -13760.165039
-2531.724365, 235.679367, -13778.086914
-2497.214844, 231.222763, -13787.345703
-2454.654297, 227.202499, -13796.185547
-2416.641357, 225.256165, -13801.859375
-2375.044189, 223.821335, -13804.164063
-2319.696045, 220.963455, -13800.920898
-2275.741455, 217.786926, -13791.702148
-2230.696777, 215.489273, -13772.945313
-2191.065430, 215.367706, -13748.358398
-2159.440674, 215.434021, -13725.771484
-2122.619385, 214.766815, -13699.473633
-2081.259277, 213.435486, -13669.938477
-2047.763672, 212.996796, -13647.741211
-2011.269897, 214.010513, -13627.256836
-1950.024414, 216.504974, -13607.130859
-1898.949707, 217.871536, -13605.735352
-1858.612061, 216.373123, -13611.150391
-1815.026245, 213.725830, -13621.219727
-1752.098999, 210.122772, -13634.851563
-1729.203857, 209.257462, -13636.856445
-1697.559448, 209.181061, -13631.062500
-1661.710938, 209.953156, -13614.169922
-1599.084839, 211.511505, -13555.828125
-1591.003540, 211.537216, -13539.746094
-1585.166870, 211.480972, -13521.012695
-1581.049683, 211.875443, -13499.514648
-1577.239380, 215.242935, -13473.378906
-1573.805542, 217.936111, -13447.993164
-1568.269287, 219.681198, -13417.653320
-1561.506470, 220.978516, -13388.150391
-1552.166260, 220.943710, -13357.364258
