.2, true
11397.546875, 321.642975, 13607.543945
11390.536133, 320.678284, 13604.262695
11374.327148, 317.335815, 13599.096680
11355.620117, 310.473022, 13595.288086
11326.427734, 304.209290, 13588.559570
11299.620117, 297.570129, 13585.845703
11263.962891, 292.352264, 13582.321289
11218.506836, 286.780518, 13576.466797
11186.122070, 282.638824, 13569.789063
11156.290039, 282.373474, 13566.638672
11138.786133, 282.343994, 13564.876953
11113.176758, 282.326263, 13565.206055
11081.612305, 281.037079, 13573.624023
11033.130859, 272.743835, 13597.729492
11005.472656, 270.012054, 13601.291016
10975.728516, 265.848389, 13603.886719
10943.684570, 261.835205, 13608.680664
10906.836914, 260.622345, 13624.083008
10854.643555, 255.237152, 13650.106445
10809.715820, 246.424408, 13665.307617
10756.583008, 239.502625, 13681.545898
10714.760742, 234.491592, 13701.548828
10662.211914, 228.596878, 13730.416992
10623.934570, 225.177155, 13746.461914
10577.754883, 224.604187, 13763.660156
10541.512695, 228.449051, 13781.152344
10499.956055, 235.837326, 13807.427734
10458.246094, 240.301758, 13836.358398
10413.532227, 243.427856, 13858.206055
10326.164063, 248.139053, 13875.656250
10285.652344, 245.124619, 13880.648438
10221.741211, 232.510712, 13880.873047
10177.177734, 226.114609, 13892.002930
10135.971680, 224.627380, 13907.317383
10091.423828, 223.392426, 13933.688477
10058.254883, 221.292023, 13955.799805
10032.784180, 218.620987, 13981.601563
10013.663086, 215.739548, 14011.388672
10000.636719, 212.535172, 14044.253906
9994.496094, 208.892227, 14080.250977
9996.910156, 206.689255, 14115.443359
10000.312500, 215.201767, 14164.070313
9985.707031, 221.268372, 14203.883789
9980.820313, 221.558975, 14208.068359
9972.188477, 221.466476, 14210.733398
9945.878906, 222.136215, 14215.489258
9923.033203, 222.214417, 14226.985352
9914.677734, 222.230408, 14239.077148
9920.364258, 222.795486, 14287.469727
9926.179688, 222.790833, 14310.480469
9935.343750, 222.764420, 14335.462891
9964.172852, 224.337570, 14376.993164
9981.244141, 224.342789, 14398.682617
9998.432617, 223.989838, 14419.928711
10023.575195, 222.920685, 14453.954102
10036.762695, 224.065231, 14489.513672
10042.226563, 225.644989, 14525.884766
10038.935547, 226.034378, 14568.679688
10025.220703, 226.976685, 14611.320313
10004.411133, 230.916931, 14650.189453
9975.333008, 244.040482, 14687.730469
9950.569336, 254.896408, 14696.205078
9914.145508, 269.103516, 14696.681641
9893.277344, 277.410522, 14688.058594
9876.675781, 284.771484, 14663.732422
9883.045898, 297.053131, 14607.561523
9901.147461, 305.703888, 14555.202148
9906.360352, 302.906708, 14522.664063
9906.405273, 298.441498, 14489.208984
9899.348633, 294.627838, 14456.447266
9878.421875, 295.992157, 14418.598633
9855.720703, 299.412842, 14398.169922
9823.304688, 297.250916, 14381.610352
9771.587891, 294.199585, 14375.230469
9702.726563, 307.254089, 14380.477539
9637.834961, 322.661316, 14384.457031
9586.037109, 329.156555, 14373.626953
9535.459961, 334.619476, 14368.850586
9511.127930, 337.785370, 14377.898438
9488.207031, 338.412415, 14402.360352
9444.396484, 333.951538, 14438.207031
9398.651367, 327.771851, 14456.590820
9350.079102, 320.498749, 14460.730469
9300.688477, 311.811371, 14454.609375
9248.738281, 300.561218, 14435.425781
9204.879883, 285.758362, 14394.021484
9183.566406, 281.124207, 14358.371094
9150.794922, 280.467224, 14325.802734
9089.622070, 282.723175, 14309.250977
8998.590820, 287.066559, 14295.804688
8974.079102, 287.418915, 14281.250000
8961.679688, 287.808899, 14257.868164
8951.781250, 288.608154, 14171.159180
8942.807617, 288.656494, 14126.541016
8930.681641, 288.493927, 14102.653320
8915.297852, 287.951477, 14089.751953
8889.773438, 286.733521, 14079.158203
8861.050781, 284.413818, 14066.280273
8832.287109, 281.377747, 14055.506836
8811.126953, 278.849091, 14056.116211
8787.002930, 275.391327, 14068.270508
8755.909180, 268.764954, 14093.159180
8724.449219, 260.900421, 14130.787109
8702.790039, 258.875916, 14173.218750
8678.656250, 261.270416, 14234.105469
8661.749023, 266.667114, 14283.157227
8642.079102, 270.844604, 14344.991211
8593.807617, 275.494507, 14423.504883
8562.852539, 280.307709, 14454.571289
8514.470703, 281.515259, 14484.067383
8460.050781, 283.095093, 14513.864258
8403.629883, 295.090210, 14542.395508
8362.203125, 301.596191, 14559.095703
8298.859375, 304.483002, 14574.369141
8223.224609, 314.979309, 14566.970703
8154.851074, 322.263855, 14550.935547
7731.666016, 401.098236, 14535.287109
7741.967773, 401.980255, 14551.706055
7748.720703, 403.331818, 14572.755859
7757.406250, 405.826630, 14604.639648
7765.563965, 409.505005, 14637.524414
7774.946289, 412.453735, 14673.984375
7782.064453, 413.230072, 14714.782227
7783.711426, 413.332001, 14730.351563
7780.589844, 413.330658, 14752.998047
