.2, true
14271.246094, 228.607819, 997.527466
14260.438477, 229.153732, 1004.219849
14234.381836, 224.818039, 1021.127014
14202.328125, 222.308014, 1035.768677
14168.879883, 222.002579, 1047.874146
14137.006836, 223.242722, 1058.964233
14097.579102, 226.766190, 1073.418213
14073.468750, 228.898254, 1082.490112
14052.011719, 230.306122, 1090.634033
14032.959961, 231.929245, 1098.195557
14019.437500, 232.817627, 1106.865356
14006.499023, 232.873199, 1123.508911
13994.316406, 232.875107, 1151.696899
13980.819336, 234.364578, 1192.300293
13963.518555, 236.765701, 1247.113281
13948.242188, 238.700851, 1296.123657
13935.611328, 240.089111, 1335.492310
13920.867188, 241.489792, 1378.761108
13909.257813, 242.736801, 1421.320435
13904.024414, 243.835205, 1469.843628
13910.079102, 244.361618, 1513.157959
13923.954102, 244.398087, 1550.355469
13941.889648, 244.313034, 1589.367432
13953.620117, 244.585693, 1624.198242
13961.269531, 245.318054, 1659.656494
13968.203125, 245.335907, 1736.599487
13965.537109, 242.243698, 1775.279785
13957.215820, 237.238007, 1815.593262
13932.628906, 231.331070, 1896.030396
13902.871094, 231.667480, 1955.428589
13833.539063, 231.014694, 2032.799072
13791.310547, 230.410492, 2066.345703
13699.677734, 230.510330, 2135.496094
13667.861328, 231.287659, 2158.504883
13625.117188, 232.802017, 2192.117920
13564.276367, 236.692581, 2235.437988
13534.415039, 240.735260, 2255.416260
13508.375000, 243.144836, 2274.530762
13486.428711, 244.280228, 2292.294189
13463.952148, 245.244766, 2308.271240
13441.056641, 245.720001, 2314.326660
13422.274414, 246.226028, 2308.665039
13399.625000, 248.389450, 2290.214844
13375.146484, 254.476807, 2275.291748
13345.342773, 261.500275, 2265.039551
13321.439453, 266.437012, 2261.401367
13289.766602, 273.143616, 2263.713379
13257.416992, 279.934601, 2271.347900
13223.030273, 286.865784, 2279.660400
13185.824219, 294.571045, 2282.062500
13158.873047, 299.869629, 2277.784912
13129.823242, 304.393188, 2269.245850
13094.971680, 306.586639, 2258.985352
13072.974609, 307.580139, 2251.853271
13022.808594, 307.358459, 2235.701172
12950.708984, 307.358002, 2212.102051
12898.699219, 307.358215, 2196.074219
12856.127930, 307.148956, 2181.332031
12804.318359, 307.004761, 2158.642090
12740.185547, 306.869751, 2122.980713
12697.043945, 306.501343, 2091.931396
12658.338867, 305.348633, 2060.624512
12614.231445, 303.651398, 2018.604736
12583.766602, 304.297943, 1980.945313
12557.849609, 306.118103, 1937.229126
12529.367188, 306.918091, 1883.176147
12525.242188, 306.912994, 1880.079834
12520.311523, 306.919098, 1879.843018
12491.479492, 306.813782, 1885.488159
12416.562500, 311.627411, 1877.133789
12368.694336, 312.741058, 1867.762451
12318.605469, 313.339691, 1852.605713
12276.238281, 312.410309, 1832.930176
12240.489258, 307.830750, 1810.468140
12182.929688, 300.585236, 1774.082764
12140.232422, 300.131744, 1758.998169
12093.261719, 297.455994, 1756.791260
12041.664063, 301.281311, 1762.829590
11992.564453, 307.656921, 1776.102539
11952.543945, 314.626953, 1794.433838
11911.164063, 324.792419, 1821.519043
11875.143555, 333.946228, 1848.341553
11828.668945, 343.995331, 1884.639648
11767.588867, 348.191895, 1930.599854
11720.056641, 348.011230, 1961.172119
