.2, true
12953.480469, 321.751984, 13664.390625
12964.596680, 322.480865, 13671.533203
12977.174805, 322.481384, 13685.487305
12983.285156, 321.533020, 13698.636719
12986.793945, 320.412445, 13724.041992
12975.180664, 322.791351, 13762.783203
12950.836914, 328.084015, 13801.064453
12933.755859, 336.434784, 13843.414063
12927.755859, 333.383301, 13882.586914
12925.085938, 323.372833, 13933.159180
12904.308594, 312.528534, 13983.278320
12867.283203, 309.492432, 14015.107422
12825.087891, 314.964233, 14047.091797
12771.383789, 324.174500, 14086.455078
12743.422852, 324.671356, 14114.433594
12721.875000, 322.316986, 14157.036133
12716.449219, 319.257172, 14199.143555
12721.899414, 319.194000, 14231.741211
12748.986328, 316.079132, 14263.793945
12792.840820, 304.906128, 14295.465820
12833.964844, 295.560181, 14325.082031
12878.257813, 299.038147, 14364.351563
12911.728516, 305.851685, 14399.365234
12941.083984, 306.933807, 14437.330078
12971.479492, 305.387177, 14483.033203
12989.665039, 302.505371, 14525.986328
12998.012695, 297.303009, 14586.222656
12991.146484, 291.419312, 14625.682617
12971.838867, 284.222290, 14661.609375
12932.439453, 273.931305, 14709.492188
12903.221680, 270.415009, 14750.984375
12893.432617, 268.411255, 14780.282227
12892.471680, 265.520966, 14806.722656
12899.285156, 262.185028, 14830.291992
12942.853516, 254.337982, 14869.406250
12969.282227, 248.120209, 14897.406250
12989.042969, 241.100830, 14920.803711
12993.803711, 237.299057, 14942.668945
12986.391602, 235.187912, 14964.577148
12977.852539, 233.460373, 14980.132813
12979.960938, 229.537766, 15011.489258
12990.665039, 225.824966, 15032.784180
12994.780273, 217.103378, 15071.298828
12993.141602, 211.751526, 15105.102539
13012.918945, 206.295532, 15155.766602
13033.333984, 203.042114, 15179.795898
13059.262695, 201.668243, 15194.866211
13087.646484, 200.848358, 15203.324219
13125.635742, 200.618546, 15205.263672
13161.909180, 200.606918, 15199.783203
13211.403320, 200.311493, 15184.833008
13263.264648, 200.286102, 15168.548828
13320.599609, 201.249619, 15156.642578
13363.541992, 201.824295, 15148.560547
13405.220703, 201.244095, 15135.981445
13448.650391, 201.172104, 15122.923828
13481.519531, 201.299942, 15117.360352
13523.022461, 201.571548, 15118.733398
13553.621094, 201.723434, 15131.380859
13586.727539, 201.758499, 15156.928711
13622.666992, 201.730408, 15190.713867
13648.103516, 201.213104, 15219.187500
13665.214844, 201.166306, 15247.183594
13677.419922, 201.245651, 15282.499023
13659.922852, 201.238632, 15349.269531
13635.250000, 201.206451, 15373.706055
13592.173828, 202.800568, 15413.848633
13554.256836, 206.045883, 15445.643555
13517.050781, 207.627289, 15466.865234
13447.775391, 211.925034, 15486.341797
13407.198242, 216.881393, 15493.414063
13378.085938, 217.439728, 15502.359375
13344.452148, 216.117386, 15515.833984
13315.922852, 213.049988, 15528.509766
13271.733398, 210.314178, 15550.991211
13237.297852, 207.231232, 15568.277344
13197.183594, 203.738510, 15580.541016
13145.618164, 201.378876, 15585.879883
13089.719727, 201.175079, 15582.142578
13054.448242, 201.607117, 15577.716797
13000.226563, 200.930450, 15572.287109
12953.048828, 201.797531, 15567.135742
12913.083984, 201.889771, 15560.127930
12861.647461, 201.593582, 15547.597656
12790.302734, 205.177734, 15527.829102
12746.328125, 209.841858, 15517.426758
12695.084961, 220.945297, 15507.842773
12656.170898, 227.566803, 15502.759766
12613.404297, 232.929855, 15496.483398
12578.731445, 236.116516, 15482.568359
12540.965820, 237.533173, 15453.594727
12502.421875, 239.226349, 15437.389648
12448.737305, 241.835464, 15435.457031
12397.039063, 246.607864, 15430.489258
12366.169922, 246.437439, 15427.001953
12329.906250, 245.505676, 15426.803711
12299.064453, 245.468307, 15436.500977
12261.715820, 242.602615, 15453.571289
12212.682617, 231.548660, 15485.440430
12167.664063, 218.550400, 15520.424805
12140.500000, 212.789215, 15528.318359
12106.115234, 206.661072, 15542.128906
12069.831055, 203.077286, 15553.501953
12010.844727, 202.293365, 15563.521484
11982.856445, 202.265518, 15567.334961
