.2, true
-4461.981445, 244.295502, -13094.454102
-4541.250488, 249.344177, -13002.577148
-4704.305176, 252.675797, -12844.896484
-4731.864746, 259.434113, -12825.374023
-4748.612305, 262.195465, -12816.697266
-4798.164551, 266.159119, -12798.511719
-4939.821777, 263.682770, -12765.114258
-5003.296875, 261.870636, -12749.417969
-5059.871582, 259.756104, -12732.023438
-5111.695313, 257.518341, -12712.342773
-5151.611816, 256.071045, -12694.424805
-5211.269531, 254.414322, -12663.680664
-5285.630371, 253.177979, -12622.479492
-5343.223145, 253.437927, -12586.085938
-5426.991699, 250.915085, -12526.478516
-5459.937500, 248.818710, -12500.146484
-5495.798828, 244.919052, -12472.323242
-5520.679199, 241.687332, -12453.831055
-5545.566895, 238.277512, -12435.330078
-5566.846191, 235.788651, -12419.493164
-5595.505371, 233.609039, -12398.092773
-5639.583008, 229.679886, -12367.707031
-5716.398438, 229.565231, -12327.551758
-5768.139160, 229.619034, -12318.519531
-5785.549316, 229.719574, -12311.294922
-5836.151367, 228.798584, -12296.183594
-5890.448730, 225.416519, -12281.522461
-5930.684570, 224.145554, -12270.658203
-5958.927246, 225.012039, -12263.031250
-5999.728516, 228.145782, -12252.009766
-6030.616699, 229.598984, -12243.666992
-6066.568359, 229.536789, -12233.953125
-6100.794922, 229.569595, -12224.704102
-6189.766602, 228.572647, -12199.664063
-6227.133301, 227.128387, -12183.279297
-6263.642578, 226.494553, -12163.270508
-6290.110840, 225.356644, -12148.732422
-6316.125488, 222.877213, -12134.408203
-6339.140625, 220.136185, -12121.710938
-6363.568359, 218.481537, -12108.232422
-6410.153809, 215.825195, -12079.954102
-6457.718750, 214.111206, -12048.050781
-6498.519043, 212.986710, -12015.887695
-6551.831055, 212.172516, -11965.750977
-6580.689941, 213.458908, -11935.242188
-6624.338867, 217.100281, -11876.432617
-6642.556641, 218.763901, -11844.599609
-6659.119141, 220.388962, -11811.125000
-6671.328613, 221.805618, -11784.453125
-6687.233398, 223.748215, -11747.272461
-6698.552246, 225.221436, -11715.514648
-6708.411133, 226.498840, -11680.787109
-6719.184082, 227.611023, -11634.648438
-6722.754883, 227.887344, -11595.148438
-6721.916504, 227.963699, -11562.901367
-6720.030273, 228.059326, -11534.548828
-6718.339355, 228.270828, -11506.950195
-6718.053711, 228.310455, -11474.847656
-6714.347656, 228.315002, -11433.699219
-6711.073242, 227.989990, -11397.690430
-6708.045410, 228.771515, -11364.342773
-6705.145020, 228.167435, -11320.935547
-6701.021973, 229.090958, -11290.812500
-6692.884766, 230.367416, -11257.418945
-6684.393066, 231.539124, -11230.059570
-6673.732910, 233.068863, -11198.170898
-6664.454590, 234.260468, -11173.597656
-6653.369141, 235.609528, -11146.311523
-6639.156250, 237.174759, -11118.676758
-6621.543945, 239.097412, -11089.298828
-6591.800293, 242.267105, -11044.694336
-6557.200195, 246.867645, -10992.819336
-6528.116211, 252.586151, -10946.097656
-6508.519531, 256.461243, -10915.549805
-6491.210449, 259.190155, -10889.557617
-6467.073242, 262.050232, -10851.905273
-6451.556152, 263.568787, -10826.838867
-6430.010254, 265.679993, -10789.098633
-6408.126953, 267.442841, -10746.713867
-6381.996582, 268.700592, -10697.011719
-6367.991699, 268.845032, -10671.426758
-6348.543457, 268.846130, -10635.897461
-6329.682617, 268.776398, -10601.441406
-6302.141113, 266.998718, -10554.044922
-6288.515137, 264.891174, -10531.651367
-6267.895996, 263.391174, -10497.761719
-6247.811523, 264.469482, -10464.739258
-6233.649414, 265.908875, -10441.452148
-6215.627930, 268.141327, -10411.820313
-6199.191895, 268.920715, -10384.789063
-6172.625488, 268.834503, -10339.999023
-6160.365234, 268.845337, -10318.248047
-6139.634277, 268.838928, -10280.301758
-6121.686523, 269.104736, -10242.652344
-6092.665527, 280.352570, -10150.581055
-6086.557617, 284.494568, -10119.914063
-6084.469238, 287.115479, -10093.918945
-6087.978027, 289.644684, -10057.865234
-6092.873047, 291.139130, -10031.891602
-6098.094238, 292.723755, -10004.263672
-6111.650391, 295.398193, -9950.438477
-6122.976563, 296.888855, -9921.903320
-6138.779297, 298.346252, -9889.447266
-6153.749512, 298.491943, -9864.637695
-6185.702637, 297.085632, -9821.469727
-6206.945313, 295.691772, -9792.565430
-6229.024414, 294.276794, -9765.956055
-6251.312988, 293.306488, -9743.431641
-6282.783203, 292.078583, -9713.823242
-6306.037109, 291.044678, -9691.701172
-6438.914551, 283.754303, -9570.717773
-6473.642090, 280.834229, -9541.916992
-6518.126465, 276.876282, -9505.022461
-6582.833496, 271.704437, -9451.351563
-6624.489258, 269.019165, -9415.389648
-6656.318848, 267.168213, -9386.742188
-6683.747070, 265.776215, -9361.353516
-6719.219238, 264.006561, -9326.634766
-6749.562012, 263.411346, -9296.194336
-6777.600586, 262.632385, -9268.060547
-6808.158691, 262.165588, -9237.237305
-6846.873535, 262.226105, -9193.236328
-6869.383789, 262.695801, -9163.582031
-6893.913086, 263.649109, -9127.706055
-6910.929199, 264.348938, -9099.678711
-6933.733887, 265.913330, -9057.000000
-6949.216797, 269.581787, -9020.228516
-6960.208984, 273.935089, -8988.753906
-6973.257813, 280.542297, -8938.413086
-6979.302246, 284.344757, -8895.573242
-6981.537598, 287.081940, -8852.611328
-6981.041992, 289.054993, -8815.030273
-6976.175781, 290.821869, -8766.160156
-6966.650391, 291.791382, -8726.452148
