.2, true
-4319.842773, 209.803406, -5034.279297
-4319.943848, 209.882965, -5065.795898
-4319.751465, 209.030762, -5085.341309
-4319.628906, 208.552109, -5098.056641
-4319.941895, 207.196915, -5121.653809
-4316.699219, 206.863876, -5141.709961
-4307.157715, 206.857864, -5144.649414
-4279.807617, 206.850739, -5145.109863
-4262.905273, 206.763824, -5139.705078
-4244.720215, 206.692993, -5132.438477
-4205.117676, 206.773071, -5108.450684
-4170.633789, 206.873413, -5088.557617
-4147.983398, 207.023834, -5078.140137
-4127.434570, 207.446960, -5070.436035
-4107.295898, 208.260345, -5065.209961
-4079.595947, 209.889114, -5061.971191
-4051.728027, 212.605438, -5062.590820
-4026.054688, 217.175583, -5064.750977
-4000.106201, 221.622955, -5067.340332
-3978.970703, 223.140640, -5068.718750
-3959.204102, 223.511017, -5071.576172
-3948.282715, 223.510818, -5078.684570
-3931.182129, 223.380020, -5098.227539
-3919.084961, 223.164459, -5126.922852
-3914.465332, 222.752869, -5140.815430
-3901.777588, 223.599792, -5157.152832
-3872.980469, 225.554550, -5175.666992
-3826.109619, 227.973877, -5193.406250
-3794.111572, 229.059174, -5202.861328
-3753.526855, 229.213104, -5215.795410
-3726.081299, 229.136185, -5224.533203
-3692.605713, 229.924683, -5236.196289
-3667.814453, 231.931396, -5247.418457
-3642.750244, 234.965454, -5260.770508
-3616.466309, 238.053024, -5274.788086
-3584.486572, 240.866455, -5291.840332
-3559.665039, 243.067917, -5305.646484
-3532.788574, 246.314545, -5319.187988
-3502.800537, 251.859879, -5329.775391
-3478.698242, 257.430176, -5336.195801
-3447.158203, 264.082214, -5342.641113
-3422.695801, 267.414764, -5344.601074
-3397.028076, 269.005066, -5342.933105
-3373.624268, 269.425812, -5339.355957
-3287.943115, 267.734955, -5320.125000
-3243.796387, 265.843353, -5313.998535
-3204.094482, 263.441010, -5311.258789
-3172.503174, 262.085358, -5313.940430
-3136.639404, 260.768982, -5320.800781
-3102.535156, 259.796570, -5325.563965
