.2, true
-13581.135742, 207.142136, 4679.511230
-13586.159180, 207.074661, 4690.880859
-13600.333984, 207.106323, 4708.977051
-13628.754883, 207.001434, 4737.346191
-13664.042969, 204.695969, 4761.850098
-13706.141602, 203.345520, 4788.692383
-13736.824219, 204.706680, 4826.925781
-13758.330078, 207.157639, 4884.392578
-13767.437500, 205.137665, 4948.995605
-13761.166016, 205.606415, 5021.715332
-13741.085938, 207.039001, 5111.463379
-13732.047852, 207.331451, 5165.111816
-13727.548828, 206.563446, 5223.498047
-13723.538086, 208.761154, 5265.788086
-13717.417969, 211.931046, 5307.283203
-13685.923828, 219.279633, 5395.140137
-13659.852539, 226.498062, 5447.144043
-13636.547852, 233.227921, 5482.474609
-13593.896484, 247.147293, 5556.652344
-13581.836914, 251.390305, 5598.956055
-13567.404297, 254.523743, 5667.761719
-13547.590820, 253.528702, 5742.698242
-13544.067383, 253.087952, 5806.751953
-13541.166016, 251.199768, 5910.921875
-13460.876953, 240.782150, 5986.706055
-13405.349609, 235.548782, 6013.310547
-13349.627930, 229.085648, 6038.151367
-13297.278320, 222.331787, 6063.122070
-13236.183594, 220.024292, 6076.611328
-13169.536133, 219.809082, 6092.313477
-13080.991211, 215.610275, 6176.868164
-13051.119141, 214.197388, 6234.745117
-13030.172852, 214.909561, 6337.423340
-13157.533203, 220.140457, 6363.456543
-13208.666016, 221.529465, 6360.312500
-13255.562500, 220.094086, 6340.915039
-13302.106445, 217.123611, 6320.666016
-13354.139648, 212.749649, 6322.928711
-13394.556641, 211.043533, 6344.746582
-13421.319336, 210.277863, 6371.771484
-13443.273438, 210.065109, 6426.129395
-13471.915039, 209.585205, 6464.752441
-13519.045898, 210.597183, 6489.656738
-13553.928711, 210.726028, 6491.162598
-13585.511719, 210.506851, 6493.333496
-13610.773438, 209.295639, 6507.658691
-13642.578125, 208.806915, 6544.446289
-13666.835938, 216.297043, 6630.258301
-13666.814453, 214.536865, 6684.134277
-13685.830078, 213.623276, 6740.861816
-13712.050781, 210.134216, 6794.399414
-13713.130859, 205.814621, 6847.325195
-13676.560547, 207.154724, 6913.507324
-13636.319336, 204.312119, 6952.835449
-13584.905273, 204.869415, 6991.617188
-13549.780273, 206.281189, 7032.837891
-13523.407227, 205.833710, 7079.945313
-13433.795898, 206.534164, 7200.122559
-13390.208984, 203.630692, 7220.361328
-13340.397461, 203.997269, 7230.172363
-13287.744141, 207.874023, 7252.652832
-13244.416992, 205.659729, 7302.519531
-13231.565430, 201.779099, 7358.935547
-13213.394531, 200.517700, 7412.324219
-13168.001953, 204.765320, 7495.905273
-13158.978516, 206.149826, 7544.492676
-13155.248047, 206.103882, 7611.069824
-13135.945313, 207.014389, 7680.578125
-13060.500000, 206.207397, 7777.209473
-13035.102539, 204.674637, 7873.004883
-13013.083008, 206.390686, 7944.523926
-12952.261719, 208.607468, 8060.287598
-12935.426758, 205.510544, 8132.145020
-12925.135742, 207.024506, 8181.525879
-12895.035156, 206.190674, 8221.203125
-12823.025391, 211.617081, 8247.592773
-12734.105469, 211.625900, 8271.052734
-12676.083984, 206.639435, 8277.576172
-12628.617188, 201.093170, 8256.643555
-12590.955078, 201.119980, 8210.371094
-12569.181641, 204.153519, 8163.850098
-12535.682617, 209.916122, 8130.026367
-12434.602539, 214.367142, 8081.033691
-12365.398438, 225.988922, 8059.721191
-12323.568359, 237.390228, 8048.406250
-12291.328125, 250.331070, 8016.674316
-12262.295898, 262.946747, 7990.656250
-12219.453125, 278.825317, 7979.628906
-12159.942383, 293.925751, 7996.311035
-12131.066406, 301.224731, 8028.747070
-12097.125000, 307.861511, 8053.648926
-12054.320313, 315.156525, 8072.962402
-12018.981445, 323.933929, 8079.616211
-11971.683594, 336.419250, 8082.797363
-11926.449219, 344.439453, 8089.171875
-11874.808594, 355.151733, 8124.916504
-11854.945313, 361.865662, 8175.861328
-11840.127930, 367.128418, 8219.818359
-11802.126953, 370.190765, 8263.001953
-11766.879883, 374.387207, 8309.442383
-11744.939453, 381.727478, 8361.235352
-11720.583984, 389.420105, 8422.000000
-11666.513672, 393.600616, 8482.438477
-11590.585938, 403.255493, 8535.231445
-11541.550781, 410.882538, 8556.687500
-11451.827148, 413.438141, 8563.659180
-11406.096680, 412.134888, 8554.512695
-11338.594727, 410.710205, 8522.246094
-11245.223633, 409.435303, 8477.568359
-11174.839844, 409.499481, 8453.515625
-11104.359375, 408.990540, 8423.269531
-11064.704102, 408.109924, 8399.095703
-11025.958984, 410.288696, 8368.828125
-10892.222656, 439.018127, 8257.009766
-10849.815430, 468.381287, 8129.338379
-10868.573242, 492.168030, 7998.680664
-10926.565430, 508.744690, 7867.791504
-11014.662109, 504.698456, 7790.277832
-11093.662109, 489.501190, 7713.337402
-11098.902344, 481.883820, 7664.320313
-11067.190430, 477.176300, 7613.793457
-11043.286133, 474.402679, 7575.652344
