.2, true
11874.010742, 205.972122, -10561.547852
11874.750000, 205.971771, -10544.882813
11875.550781, 206.128998, -10515.501953
11871.252930, 205.114426, -10470.145508
11864.218750, 205.463852, -10434.461914
11841.516602, 211.094666, -10368.605469
11826.323242, 218.059372, -10324.180664
11804.783203, 224.410080, -10269.788086
11791.507813, 233.712921, -10237.830078
11778.830078, 237.002396, -10207.102539
11763.879883, 243.756653, -10170.388672
11745.807617, 255.410904, -10128.236328
11731.049805, 261.945862, -10100.923828
11704.283203, 266.682709, -10056.014648
11653.460938, 278.431824, -10012.998047
11615.079102, 286.033417, -10006.143555
11567.091797, 295.147308, -10017.197266
11521.832031, 304.652527, -10027.888672
11484.468750, 312.492950, -10040.261719
11443.146484, 319.824432, -10053.984375
11402.719727, 324.071564, -10069.360352
11361.756836, 326.958527, -10085.706055
11317.871094, 329.475952, -10095.208008
11273.093750, 330.673035, -10093.928711
11205.564453, 330.502106, -10032.319336
11187.845703, 329.654449, -10006.034180
11183.405273, 329.671204, -10001.140625
11173.511719, 329.686096, -10001.376953
11162.168945, 329.723328, -10011.702148
11136.256836, 330.118225, -10024.027344
11106.152344, 330.280243, -10035.298828
11079.279297, 330.019073, -10041.450195
11052.300781, 329.188782, -10043.579102
11010.453125, 327.016998, -10042.214844
10919.494141, 320.120941, -10016.617188
10842.403320, 312.539124, -9974.356445
10802.541992, 307.436890, -9939.588867
10774.512695, 301.567749, -9905.024414
10767.142578, 297.449615, -9875.417969
10755.080078, 292.386078, -9844.139648
10752.648438, 292.082092, -9837.981445
10748.542969, 291.966522, -9836.485352
10740.444336, 291.874390, -9835.841797
10731.664063, 291.808716, -9835.997070
10665.809570, 290.114319, -9834.048828
10626.061523, 289.722992, -9836.939453
10586.484375, 289.857574, -9844.194336
10546.122070, 289.769836, -9859.494141
10508.022461, 289.620575, -9883.941406
10461.590820, 289.647369, -9917.614258
10434.049805, 289.074341, -9926.328125
10415.272461, 288.349792, -9927.575195
10396.422852, 287.933685, -9925.110352
10378.687500, 288.210663, -9919.059570
10361.543945, 288.624512, -9902.927734
10304.626953, 290.037933, -9768.833008
10286.022461, 290.036743, -9726.405273
10273.679688, 289.683044, -9698.868164
10252.324219, 290.173431, -9654.801758
10240.107422, 289.293488, -9619.129883
10234.001953, 288.487213, -9579.794922
10234.988281, 288.143707, -9546.019531
10246.165039, 288.183075, -9516.862305
10269.648438, 288.414673, -9489.019531
10315.081055, 289.855804, -9449.900391
10321.810547, 289.923645, -9448.735352
10326.467773, 289.935699, -9453.648438
10332.301758, 289.865814, -9461.848633
10383.908203, 287.967224, -9546.306641
10409.249023, 287.982544, -9584.624023
10433.225586, 287.597168, -9618.885742
10442.983398, 288.135193, -9633.017578
10444.085938, 288.100647, -9645.933594
10437.727539, 287.182861, -9668.429688
10424.344727, 285.943909, -9685.933594
10397.247070, 282.467896, -9706.388672
10353.823242, 277.929504, -9735.146484
10306.476563, 276.569611, -9768.774414
10265.239258, 274.559845, -9806.260742
10219.078125, 270.050537, -9861.519531
10176.199219, 270.222565, -9905.734375
10117.035156, 271.371002, -9970.938477
10003.902344, 271.369873, -10097.217773
9957.336914, 271.369873, -10148.319336
9897.633789, 271.369720, -10213.839844
9844.159180, 271.369598, -10272.524414
9798.548828, 271.369537, -10322.579102
9769.693359, 271.367889, -10354.929688
9741.316406, 270.983063, -10387.866211
9716.311523, 271.166473, -10418.730469
9688.777344, 271.773651, -10451.532227
9656.301758, 274.635773, -10485.110352
9623.625977, 277.866302, -10509.656250
9564.083984, 283.456879, -10535.044922
9524.832031, 285.770508, -10542.565430
9482.331055, 286.722504, -10545.816406
9427.911133, 287.279022, -10543.383789
9380.263672, 287.237213, -10534.197266
9322.532227, 287.195587, -10509.766602
9278.448242, 287.106842, -10472.042969
9239.392578, 286.773956, -10421.486328
9209.584961, 284.797577, -10377.598633
9178.253906, 284.777466, -10335.389648
9125.301758, 286.022614, -10267.289063
9037.084961, 286.035156, -10156.300781
9001.738281, 286.036316, -10113.833008
8953.780273, 286.036316, -10056.216797
8908.348633, 286.036316, -10001.635742
8857.466797, 286.036316, -9940.506836
8816.488281, 286.036316, -9891.275391
8767.669922, 286.036530, -9832.625000
8720.633789, 286.036530, -9776.115234
8678.985352, 286.036530, -9726.079102
8638.116211, 286.036377, -9676.979492
8602.212891, 285.934723, -9633.844727
8570.524414, 284.630493, -9595.787109
8545.266602, 284.101379, -9565.439453
8509.396484, 281.711548, -9530.546875
8426.171875, 276.850952, -9491.565430
8418.483398, 276.485321, -9483.076172
8412.000000, 276.303925, -9472.261719
8410.383789, 276.266266, -9462.961914
8411.641602, 276.282013, -9452.778320
8424.100586, 278.357361, -9406.456055
8433.106445, 280.491791, -9362.405273
8440.163086, 279.852692, -9310.045898
8440.990234, 278.624969, -9262.457031
8434.438477, 277.050262, -9211.857422
8426.080078, 276.554993, -9159.745117
8419.281250, 275.942139, -9106.866211
8412.714844, 271.575409, -9044.591797
8411.535156, 264.723724, -8991.009766
8420.223633, 257.327240, -8935.249023
8443.458984, 248.991531, -8874.756836
8471.507813, 242.057724, -8825.537109
8509.298828, 234.965942, -8775.098633
8547.849609, 230.618454, -8736.149414
8587.385742, 230.313400, -8708.448242
8646.567383, 230.332199, -8695.975586
8742.239258, 219.658005, -8704.285156
8820.345703, 213.501038, -8713.077148
8896.649414, 209.625824, -8723.192383
8944.609375, 209.446609, -8729.084961
8988.294922, 210.615219, -8733.009766
9044.859375, 209.389954, -8736.190430
9105.693359, 205.742691, -8739.421875
9151.685547, 204.485245, -8744.601563
9209.138672, 210.327682, -8763.673828
9260.945313, 215.039093, -8798.278320
9336.408203, 210.633286, -8862.470703
9395.334961, 210.003113, -8915.286133
9441.601563, 213.637436, -8959.087891
9477.189453, 216.836121, -8989.000977
9534.628906, 219.790131, -9024.635742
9587.350586, 221.206116, -9044.080078
9623.957031, 223.235947, -9047.340820
9684.693359, 229.721909, -9023.331055
9705.250977, 232.962082, -8989.372070
9714.777344, 234.838715, -8961.854492
9721.241211, 236.587662, -8929.166992
9724.868164, 237.539383, -8876.336914
9726.640625, 233.091812, -8807.490234
9724.387695, 223.722534, -8740.393555
9719.818359, 217.389252, -8693.367188
9712.103516, 213.614578, -8637.401367
9702.596680, 215.464020, -8566.208008
9709.549805, 220.873810, -8484.691406
9729.054688, 225.958328, -8409.934570
9737.405273, 224.989227, -8361.260742
9743.971680, 221.150330, -8304.335938
9747.715820, 219.767349, -8218.159180
9747.533203, 220.304932, -8173.370605
9747.283203, 221.293900, -8112.905762
9748.466797, 222.003860, -8052.554199
9752.894531, 221.953995, -7997.600586
9764.861328, 221.458389, -7924.158691
9779.276367, 221.628906, -7874.082520
9804.031250, 222.669418, -7820.744629
9838.808594, 223.270294, -7772.220703
9872.834961, 223.077744, -7735.942383
9918.377930, 224.232040, -7694.708984
9958.066406, 228.757874, -7660.781738
10020.743164, 236.830048, -7612.827637
10055.970703, 240.718201, -7587.764160
10089.907227, 243.254135, -7567.544922
10133.415039, 244.956055, -7548.935059
10186.584961, 245.764435, -7530.131348
10231.531250, 245.877609, -7509.055176
10277.915039, 245.391251, -7477.920898
10323.747070, 243.706161, -7438.819824
10364.756836, 240.028717, -7384.732910
10391.538086, 235.201035, -7325.710449
10424.290039, 233.046387, -7231.170898
10449.374023, 236.214600, -7148.737305
10474.369141, 239.141891, -7076.159668
