.2, true
-8161.820801, 229.089752, -3663.666504
-8194.132813, 229.703476, -3665.206787
-8235.710938, 229.385620, -3665.433105
-8302.544922, 232.376877, -3666.761230
-8353.994141, 238.273102, -3669.557617
-8412.552734, 247.048889, -3672.560303
-8446.696289, 252.336060, -3671.637451
-8474.970703, 255.918243, -3665.449707
-8513.311523, 258.001648, -3641.847900
-8545.042969, 258.581116, -3621.693604
-8578.861328, 259.169342, -3597.313721
-8614.788086, 258.739258, -3556.415527
-8661.481445, 258.807098, -3504.802734
-8703.950195, 256.600922, -3454.799805
-8748.654297, 253.304367, -3399.538574
-8797.526367, 257.194763, -3340.709717
-8854.859375, 258.739929, -3269.550781
-8889.141602, 258.737122, -3224.366211
-8913.732422, 258.702271, -3187.008301
-8940.515625, 259.147797, -3132.054932
-8953.835938, 259.268463, -3081.676025
-8959.401367, 258.801239, -3028.157715
-8956.417969, 260.162598, -2971.989258
-8965.435547, 260.429413, -2873.675537
-8968.463867, 260.431641, -2673.027832
-8968.328125, 260.432343, -2600.541504
-8968.769531, 260.428955, -2517.628662
-8971.565430, 260.432312, -2441.776611
-8974.085938, 259.663757, -2373.464600
-8978.212891, 260.303680, -2301.666748
-8982.240234, 263.519073, -2234.343262
-8982.226563, 265.983765, -2175.301514
-8976.120117, 272.521179, -2085.825928
-8969.400391, 277.572937, -2020.485962
-8963.019531, 280.682068, -1950.855957
-8961.844727, 279.190826, -1900.098145
-8968.313477, 275.494873, -1840.014160
-8986.688477, 275.177094, -1782.920410
-9017.940430, 276.129517, -1730.794312
-9056.663086, 277.444550, -1690.097900
-9099.422852, 278.045715, -1661.130493
-9166.885742, 275.288818, -1637.579102
-9218.132813, 269.238312, -1634.108276
-9290.727539, 266.695282, -1642.258667
-9352.461914, 265.057526, -1642.544067
-9440.490234, 262.827759, -1634.661499
-9495.993164, 263.034698, -1620.676880
-9541.990234, 263.032928, -1602.087158
-9617.686523, 262.945892, -1561.407959
-9678.127930, 263.551727, -1535.254639
-9718.838867, 263.998138, -1520.179443
-9811.503906, 264.082214, -1485.872803
-9936.347656, 264.080170, -1438.912109
-10014.912109, 262.798950, -1405.855225
-10083.473633, 262.989380, -1381.106201
-10155.569336, 262.547058, -1363.275757
-10208.209961, 259.947174, -1342.365601
-10254.718750, 257.190002, -1317.604736
-10309.321289, 254.169113, -1282.107666
-10377.974609, 249.718781, -1223.929932
-10429.310547, 240.826904, -1170.838135
-10479.862305, 232.941711, -1119.074341
-10524.926758, 233.355774, -1075.512939
-10586.631836, 233.609726, -974.594421
-10605.700195, 233.226624, -886.722351
-10618.133789, 233.256088, -829.984619
-10641.887695, 233.260971, -760.953674
-10664.776367, 233.252289, -699.433105
-10698.725586, 228.136627, -608.160400
-10724.948242, 230.251114, -539.842773
-10746.713867, 233.377625, -484.766724
-10772.890625, 233.227432, -418.532898
-10803.492188, 233.255402, -343.689392
-10816.846680, 234.875214, -281.645203
-10812.130859, 240.602081, -218.896545
-10791.578125, 246.991867, -141.653076
-10751.075195, 254.342728, -50.263000
-10708.678711, 257.686462, 8.562439
-10672.380859, 259.901825, 48.006977
-10620.392578, 261.037720, 90.079468
-10569.469727, 260.801453, 121.415070
-10468.454102, 262.042572, 166.842407
-10330.268555, 262.044312, 217.679886
-10255.564453, 262.041260, 247.869415
-10182.139648, 260.928253, 281.426422
-10115.812500, 261.154266, 312.165649
-10062.867188, 261.502472, 333.701111
-10001.093750, 261.115448, 361.699554
-9954.548828, 257.065948, 394.251526
-9920.830078, 253.307587, 428.714905
-9891.091797, 251.372040, 462.699921
-9834.423828, 249.797134, 512.968872
-9809.527344, 249.890991, 535.021606
-9753.050781, 249.673737, 554.027039
-9664.356445, 247.129761, 563.773743
-9605.892578, 244.166977, 565.116455
-9518.062500, 238.325882, 556.352905
-9443.471680, 234.975403, 533.648315
-9382.003906, 234.718674, 509.882141
-9314.408203, 237.949783, 480.974060
-9247.386719, 243.150421, 448.323975
-9158.746094, 252.451370, 399.478577
-9101.151367, 258.585663, 360.617920
-9029.031250, 265.475311, 301.074402
-8976.889648, 269.576599, 264.858704
-8936.773438, 271.840881, 244.151825
-8894.442383, 272.432892, 226.251129
-8847.192383, 271.090088, 207.678497
-8801.681641, 268.064056, 183.815323
-8657.599609, 244.560013, 59.644562
-8636.033203, 236.337967, -5.032867
-8613.707031, 230.723068, -50.808258
-8586.004883, 229.927292, -91.896271
-8541.857422, 230.195953, -152.285339
-8523.458984, 229.830444, -176.703033
-8485.443359, 231.567551, -227.101685
-8406.743164, 231.506927, -326.162659
-8353.218750, 231.506531, -393.082642
-8303.759766, 230.529373, -454.035522
-8189.512207, 229.873398, -591.248413
-8135.694336, 229.832748, -650.199097
-8103.258301, 229.373077, -685.730896
-8041.888672, 224.494034, -753.263550
-7989.429199, 228.334991, -810.177124
-7953.223633, 230.046768, -848.371155
-7906.001953, 229.860336, -898.194336
-7839.276367, 230.004074, -968.586670
-7801.556152, 230.025726, -1011.139343
-7760.519043, 229.932739, -1070.365723
-7738.633301, 229.968719, -1105.530396
-7711.890625, 230.922760, -1145.906372
-7661.577148, 230.961105, -1217.929443
-7617.698242, 230.959930, -1281.755371
-7581.212402, 230.961990, -1338.306396
-7551.131836, 229.828384, -1385.713745
-7518.211914, 229.968369, -1441.549072
-7480.566895, 229.970001, -1518.096558
-7454.729492, 229.969635, -1578.029785
-7415.337891, 231.488922, -1675.372803
-7378.388184, 231.125565, -1763.162354
-7353.114258, 231.124786, -1821.096802
-7323.633301, 231.126022, -1891.376465
-7287.900879, 229.922180, -1980.443848
-7273.893555, 230.068893, -2023.386719
-7260.951660, 230.033417, -2087.526855
-7254.591797, 230.660782, -2175.206543
-7259.270996, 231.063217, -2231.885986
-7269.542480, 231.175125, -2283.339844
-7293.406738, 230.842270, -2380.408203
-7316.846680, 226.758087, -2486.548096
-7338.939453, 228.477570, -2581.193359
-7362.293945, 230.904404, -2671.707520
-7387.434570, 231.186005, -2763.442627
-7414.759766, 231.286041, -2834.103027
-7477.154297, 230.925781, -2986.720215
-7503.190430, 230.921158, -3061.341797
-7534.639160, 230.926025, -3138.857422
-7569.114258, 229.794724, -3211.169922
-7602.803711, 229.986618, -3258.896240
-7651.983398, 230.074020, -3284.058105
-7679.985352, 230.074951, -3286.590576
-7759.454590, 229.904999, -3310.883545
-7829.469727, 229.866135, -3337.299316
-7905.095215, 229.702103, -3373.552246
-7948.096680, 229.699585, -3402.300537
-7986.277344, 229.699982, -3440.405273
-8020.108398, 229.698532, -3484.338867
-8053.503418, 229.703674, -3536.320801
-8079.134766, 229.700348, -3573.032959
-8096.299805, 229.694885, -3593.068359
-8111.524902, 229.703125, -3604.868164
-8137.902344, 229.697037, -3620.074219
-8178.125000, 229.700699, -3662.118652
