.2, true
7609.713379, 203.743118, 11924.134766
7610.438477, 203.141800, 11907.354492
7611.928223, 205.914261, 11877.138672
7610.380371, 207.046280, 11852.040039
7598.737793, 208.842148, 11804.593750
7580.443848, 207.486847, 11763.594727
7546.054199, 204.176834, 11701.203125
7528.438965, 205.742355, 11674.097656
7509.816406, 205.832123, 11638.950195
7495.727539, 211.190384, 11610.720703
7480.967285, 218.082809, 11581.083008
7461.859375, 225.465012, 11544.391602
7450.653809, 232.187698, 11514.975586
7451.350586, 233.772293, 11498.920898
7457.190918, 233.630798, 11483.410156
7454.590332, 233.290436, 11476.095703
7443.197754, 233.108307, 11452.698242
7438.198730, 232.512970, 11416.227539
7443.345703, 230.930939, 11358.291016
7454.812012, 232.189285, 11299.156250
7457.657715, 233.364319, 11268.513672
7453.852539, 234.334549, 11247.496094
7435.650391, 236.248291, 11213.992188
7413.905273, 238.078934, 11185.833008
7379.392578, 240.232437, 11157.432617
7338.891113, 242.194534, 11137.720703
7258.539551, 246.171463, 11106.503906
7208.532715, 248.780106, 11079.953125
7168.768066, 250.895569, 11045.454102
7106.919922, 252.692001, 10993.893555
7086.493164, 252.852341, 10982.092773
7013.258789, 253.333694, 10956.154297
6963.052734, 257.999359, 10946.295898
6914.171875, 259.545654, 10939.648438
6910.375488, 259.560944, 10932.976563
6910.136719, 259.588959, 10915.589844
6906.875488, 259.005432, 10893.645508
6894.690918, 257.519745, 10854.177734
6875.087402, 257.575073, 10823.264648
6846.375488, 257.775452, 10786.601563
6817.762695, 257.917938, 10759.098633
6788.909668, 258.040039, 10735.811523
6760.505859, 258.035400, 10711.529297
6723.965820, 257.927826, 10678.475586
6689.009766, 258.178345, 10646.363281
6651.404785, 261.320618, 10618.709961
6612.375977, 265.245270, 10589.957031
6599.095703, 265.656128, 10572.887695
6593.419434, 265.662109, 10566.705078
6593.219238, 265.736267, 10561.177734
6606.058594, 266.533752, 10550.217773
6620.715332, 269.874268, 10525.464844
6637.778320, 272.456757, 10505.190430
6648.778809, 275.137787, 10485.063477
6660.408691, 276.299530, 10457.901367
6672.446777, 276.407837, 10421.137695
6694.763184, 276.408081, 10348.695313
6703.835449, 276.408691, 10319.616211
6713.743652, 276.408936, 10286.984375
6724.821777, 276.403870, 10250.488281
6734.888184, 275.870392, 10217.340820
6742.429688, 265.579346, 10159.762695
6744.899414, 259.729767, 10134.191406
6761.371094, 253.266876, 10111.244141
6789.349121, 247.230255, 10089.600586
6813.851563, 243.943695, 10082.173828
6836.203125, 242.090240, 10086.224609
6865.118164, 242.507599, 10102.278320
6894.176758, 240.215927, 10146.453125
6899.484863, 236.301910, 10202.519531
6913.241699, 236.289948, 10218.335938
6933.181152, 237.499130, 10230.208008
6961.602539, 239.631989, 10237.937500
6988.754395, 241.812943, 10238.220703
7015.482422, 243.932404, 10225.691406
7035.463379, 244.847809, 10195.636719
7057.181152, 245.058792, 10165.075195
7095.372070, 245.432892, 10114.511719
7212.301758, 245.434204, 9956.170898
7274.850586, 245.434540, 9871.023438
7305.230957, 245.434372, 9829.666016
7383.363770, 245.432327, 9723.301758
7424.309570, 244.930084, 9667.558594
7459.791992, 244.937225, 9619.991211
7466.765137, 244.426941, 9614.385742
7481.609375, 244.402756, 9610.144531
7505.915039, 244.343613, 9613.819336
7538.546875, 244.358322, 9627.202148
7577.749512, 242.212830, 9640.690430
7630.895996, 238.715164, 9657.774414
7688.005371, 233.559402, 9676.137695
7825.012695, 223.333511, 9718.615234
7924.176270, 223.180054, 9758.087891
7985.431152, 227.302109, 9794.548828
8033.105469, 230.806168, 9838.793945
8061.776855, 233.050049, 9874.699219
8091.182617, 235.991272, 9923.103516
8102.918457, 236.333237, 9947.160156
8112.730469, 236.390259, 9954.732422
8152.756348, 240.120667, 9957.498047
8172.783203, 241.215683, 9935.028320
8188.737793, 241.669952, 9917.840820
8247.818359, 241.848770, 9862.984375
8360.624023, 241.847961, 9759.886719
8415.026367, 241.847961, 9710.458008
8473.417969, 241.847687, 9657.404297
8517.232422, 241.847534, 9617.595703
8559.935547, 241.847443, 9578.796875
8607.313477, 241.847382, 9535.750000
8664.688477, 241.674789, 9482.959961
8686.363281, 244.556549, 9460.195313
8722.114258, 250.820007, 9402.876953
8739.894531, 254.472427, 9362.598633
8754.196289, 258.022034, 9318.266602
8763.599609, 260.138367, 9285.810547
8778.549805, 262.238373, 9230.474609
8777.477539, 262.412720, 9216.076172
8773.883789, 262.362549, 9200.812500
8779.722656, 262.366058, 9190.148438
8786.661133, 262.337006, 9182.081055
8823.041016, 262.162048, 9176.844727
8859.692383, 262.079193, 9174.724609
8907.157227, 261.937469, 9172.958008
8947.528320, 261.360443, 9176.136719
8992.470703, 260.727692, 9185.293945
9061.069336, 265.690125, 9199.448242
9109.688477, 273.151031, 9217.027344
9141.005859, 276.929382, 9222.722656
9179.992188, 279.351593, 9223.344727
9225.344727, 280.559204, 9217.471680
9261.651367, 281.293915, 9209.996094
9331.480469, 281.031342, 9195.149414
