.2, true
-1723.157104, 657.728699, -9361.834961
-1718.110352, 657.727051, -9361.446289
-1709.060913, 657.727478, -9360.721680
-1702.609741, 657.729187, -9360.205078
-1693.698608, 658.034546, -9359.488281
-1681.634155, 658.646912, -9359.019531
-1679.563354, 658.545654, -9360.288086
-1675.388184, 658.305298, -9363.664063
-1671.034546, 657.926697, -9369.404297
-1668.035645, 657.756714, -9377.376953
-1661.605469, 658.024597, -9395.285156
-1651.327881, 658.098389, -9414.882813
-1635.901978, 657.888000, -9436.494141
-1619.645874, 659.301453, -9454.429688
-1599.212402, 663.695496, -9471.776367
-1578.300537, 668.907898, -9488.521484
-1562.387573, 673.372009, -9500.197266
-1542.658325, 678.185547, -9511.995117
-1520.985962, 681.458984, -9520.743164
-1503.280640, 683.352234, -9525.589844
-1477.133667, 684.940063, -9531.344727
-1453.079102, 685.075684, -9535.368164
-1428.060059, 684.970093, -9541.365234
-1407.903809, 684.910889, -9548.014648
-1387.276367, 685.460388, -9558.112305
-1369.384888, 688.999146, -9582.041016
-1354.725830, 695.545410, -9615.732422
-1359.792603, 700.943359, -9649.232422
-1363.600342, 702.855713, -9660.204102
-1381.094116, 706.328735, -9670.911133
-1389.101318, 707.671997, -9675.515625
-1399.188965, 709.063782, -9679.303711
-1410.488525, 710.592712, -9680.985352
-1425.075928, 712.261719, -9680.385742
-1438.424805, 713.767700, -9679.335938
-1451.500488, 715.327698, -9678.809570
-1464.260010, 717.210876, -9680.353516
-1475.733398, 719.570740, -9685.821289
-1484.277954, 722.069031, -9694.145508
-1490.838013, 724.792725, -9703.866211
-1494.610352, 727.473633, -9714.210938
-1496.867432, 730.144043, -9725.141602
-1496.761719, 736.370178, -9752.956055
-1491.741821, 740.907227, -9771.720703
-1482.995728, 745.910889, -9791.970703
-1474.380737, 749.518616, -9806.235352
-1463.977783, 753.170044, -9819.678711
-1446.984619, 758.696411, -9837.951172
-1427.363281, 764.047119, -9850.734375
-1401.853271, 769.623169, -9859.779297
-1368.218384, 777.310364, -9867.331055
-1346.433716, 782.750549, -9871.119141
-1325.992432, 788.007202, -9874.372070
-1304.654297, 794.077576, -9881.697266
-1292.226563, 800.382202, -9902.926758
-1289.336182, 802.851685, -9913.947266
-1293.296387, 805.703308, -9928.035156
-1301.969971, 808.318359, -9941.167969
-1315.505371, 810.575378, -9952.652344
-1329.203613, 812.472839, -9962.175781
-1342.560303, 814.276367, -9971.390625
-1357.979248, 816.381165, -9982.472656
-1370.611206, 818.346191, -9993.695313
-1384.932617, 821.906616, -10014.194336
-1388.279785, 825.907715, -10040.462891
-1383.450439, 828.025391, -10054.018555
-1372.040894, 830.715881, -10067.627930
-1359.428467, 831.764771, -10073.207031
-1343.626709, 832.509521, -10074.748047
-1323.998047, 833.927917, -10071.647461
-1302.237305, 837.083008, -10061.003906
-1285.187256, 840.537842, -10046.557617
-1271.425049, 843.843079, -10030.818359
-1258.682617, 847.085022, -10015.103516
-1245.387939, 850.361694, -9999.460938
-1233.425537, 853.364075, -9984.295898
-1221.692871, 856.310852, -9968.285156
-1207.473633, 860.020386, -9945.030273
-1198.053223, 862.762512, -9918.613281
-1193.994873, 863.996094, -9899.495117
-1189.285400, 865.083740, -9879.696289
-1183.023926, 866.641785, -9860.863281
-1150.149414, 871.610229, -9828.355469
-1136.516846, 873.276062, -9823.639648
-1116.053345, 876.118347, -9821.724609
-1086.241943, 880.959412, -9832.328125
-1071.148438, 883.185181, -9841.206055
-1060.469482, 884.974365, -9851.471680
-1049.918701, 887.054871, -9864.384766
-1039.521484, 889.608459, -9880.693359
-1031.444580, 892.139160, -9896.129883
-1023.073669, 895.378296, -9918.174805
-1018.385559, 897.761658, -9935.865234
-1014.435608, 900.353333, -9954.770508
-1010.888611, 904.087708, -9979.115234
-1008.697937, 908.556641, -10002.710938
-1007.203308, 914.132202, -10024.874023
-1005.752319, 921.144348, -10046.766602
-1005.275085, 928.594055, -10067.015625
-1005.650208, 938.804260, -10093.598633
-1007.607605, 951.256958, -10129.064453
-1008.524231, 955.909729, -10144.832031
-1010.285095, 959.622375, -10158.485352
-1012.869873, 964.345520, -10177.368164
-1014.308960, 967.348145, -10190.237305
-1015.431458, 970.628662, -10205.127930
-1015.617432, 973.390503, -10218.202148
-1015.119080, 976.145508, -10232.130859
-1011.115601, 979.158752, -10249.147461
-1004.044678, 981.202637, -10263.394531
-994.086792, 982.955505, -10278.886719
-980.286987, 984.840820, -10297.871094
-967.305908, 986.674011, -10313.108398
-952.694214, 989.414429, -10328.001953
-937.515930, 992.855835, -10339.775391
-925.324524, 995.704224, -10347.430664
-911.519165, 999.120911, -10355.559570
-891.354431, 1004.095764, -10365.921875
-873.787720, 1008.225891, -10373.010742
-851.815979, 1012.764587, -10377.116211
-830.018799, 1015.511230, -10369.685547
-815.512207, 1015.937744, -10355.115234
-801.469299, 1017.118774, -10337.867188
-781.191528, 1016.051880, -10301.687500
-685.397705, 1000.265381, -10185.488281
-679.140991, 998.712952, -10179.323242
-669.186707, 996.209839, -10169.514648
-658.857849, 993.592102, -10158.986328
-648.000305, 990.291199, -10146.525391
-629.875977, 986.469299, -10127.759766
-603.736755, 985.661194, -10115.053711
-584.978027, 985.933960, -10112.202148
-557.818604, 984.699402, -10108.880859
-534.150146, 982.286011, -10101.999023
-507.183868, 979.501770, -10090.160156
-486.505432, 978.206299, -10078.185547
-453.954712, 976.706848, -10051.567383
-406.045593, 975.150085, -9994.288086
-390.001404, 975.776245, -9967.427734
-373.954224, 975.215332, -9936.109375
-355.356262, 973.233459, -9901.878906
-336.115295, 971.487976, -9872.284180
-316.799194, 970.129883, -9845.725586
-280.664368, 971.723755, -9809.804688
-245.590820, 974.621033, -9790.929688
-215.423096, 976.995361, -9780.340820
-162.182861, 982.171265, -9760.883789
-126.942078, 986.754883, -9738.877930
-100.840332, 991.214783, -9714.640625
-65.962891, 999.324097, -9672.791016
-46.429523, 1005.221558, -9639.721680
-16.145233, 1017.050781, -9565.705078
-6.040916, 1021.578796, -9542.571289
4.279392, 1025.594238, -9522.510742
21.875740, 1030.081421, -9497.609375
37.130981, 1032.665405, -9485.103516
53.425224, 1035.075928, -9471.537109
64.898308, 1037.590088, -9446.747070
70.636688, 1038.871948, -9427.739258
73.318146, 1040.020508, -9405.352539
74.016998, 1040.868042, -9381.625977
72.832443, 1041.784790, -9358.719727
70.217438, 1043.824585, -9334.913086
70.226791, 1055.861450, -9267.223633
73.304169, 1057.414551, -9261.143555
78.037201, 1059.652466, -9253.083984
